simplified,traditional,pinyin,meaning,frequency,hsk_level,pos,radical,simplified_normalized,subtlex_word,subtlex_length,subtlex_pinyin,subtlex_pinyin_input,subtlex_w_count,subtlex_w_million,subtlex_log10w,subtlex_w_cd,subtlex_w_cd_percent,subtlex_log10cd,subtlex_dominant_pos,subtlex_dominant_pos_freq,subtlex_all_pos,subtlex_all_pos_freq,subtlex_eng_tran,subtlex_word_normalized
前途,前途,qián tú,future outlook ; journey ; prospects,4857,4,n,刂,前途,前途,2.0,qian2 tu2,qiantu,511.0,15.23,2.7084,426.0,6.82,2.6294,n,511.0,.n.,.511.,prospects/outlook (for the future)/future,前途
前往,前往,qián wǎng,to leave for; to proceed towards; to go to,2491,3,v,刂,前往,前往,2.0,qian2 wang3,qianwang,834.0,24.86,2.9212,455.0,7.29,2.658,v,834.0,.v.,.834.,to leave for/to proceed towards/to go,前往
前无古人,前無古人,qián wú gǔ rén,(idiom) unprecedented ; unheard of,33975,7,l,刂,前无古人,前无古人,4.0,qian2 mo2/wu2 gu3 ren2,qianwuguren,19.0,0.57,1.2788,19.0,0.3,1.2788,l,19.0,.l.,.19.,#,前无古人
前夕,前夕,qián xī,eve ; the day before,11648,7,f,刂,前夕,前夕,2.0,qian2 xi1,qianxi,59.0,1.76,1.7709,46.0,0.74,1.6628,f,59.0,.f.,.59.,eve/the day before,前夕
前线,前線,qián xiàn,cutting edge ; front line ; military front ; workface,7292,7,s,刂,前线,前线,2.0,qian2 xian4,qianxian,205.0,6.11,2.3118,126.0,2.02,2.1004,s,205.0,.s.,.205.,front line/military front/workface/cutting edge,前线
前沿,前沿,qián yán,"extending ahead ; forward position ; front-line ; frontier (of science, technology etc) ; outpost",13908,7,s,刂,前沿,前沿,2.0,qian2 yan2,qianyan,39.0,1.16,1.5911,34.0,0.54,1.5315,s,39.0,.s.,.39.,front-line/forward position/outpost/extending ahead/frontier (of science),前沿
前仰后合,前仰後合,qián yǎng hòu hé,to rock back and forth ; to sway to and fro,61146,7,,刂,前仰后合,,,,,,,,,,,,,,,,
前者,前者,qián zhě,the former,11601,7,r,刂,前者,前者,2.0,qian2 zhe3,qianzhe,47.0,1.4,1.6721,46.0,0.74,1.6628,r,47.0,.r.,.47.,the former,前者
虔诚,虔誠,qián chéng,devout ; pious ; sincere,11261,7,"a,an",虍,虔诚,虔诚,2.0,qian2 cheng2,qiancheng,260.0,7.75,2.415,206.0,3.3,2.3139,a,235.0,.a.an.,.235.25.,#,虔诚
钱,錢,Qián | qián,"coin ; money ; surname Qian ; unit of weight, one tenth of a tael 两",218,1,"n,nr",钅,钱,钱,1.0,qian2,qian,29221.0,871.06,4.4657,4602.0,73.71,3.6629,n,29217.0,.n.nr.,.29217.4.,coin/money/surname Qian,钱
钱包,錢包,qián bāo,purse ; wallet,4411,1,n,钅,钱包,钱包,2.0,qian2 bao1,qianbao,997.0,29.72,2.9987,644.0,10.32,2.8089,n,997.0,.n.,.997.,purse/wallet,钱包
钱财,錢財,qián cái,money ; wealth,11459,7,n,钅,钱财,钱财,2.0,qian2 cai2,qiancai,100.0,2.98,2.0,88.0,1.41,1.9445,n,100.0,.n.,.100.,wealth/money,钱财
钳子,鉗子,qián zi,(dialect) earring ; clamp ; claw (of a crab etc) ; forceps ; pincers ; pliers ; tongs ; vise,27353,7,n,钅,钳子,钳子,2.0,qian2 zi5,qianzi,78.0,2.33,1.8921,69.0,1.11,1.8388,n,78.0,.n.,.78.,pliers/forceps/clamp,钳子
潜力,潛力,qián lì,capacity ; potential,3759,6,n,氵,潜力,潜力,2.0,qian2 li4,qianli,475.0,14.16,2.6767,337.0,5.4,2.5276,n,475.0,.n.,.475.,potential/capacity,潜力
潜能,潛能,qián néng,hidden capability ; potential,12154,7,n,氵,潜能,潜能,2.0,qian2 neng2,qianneng,80.0,2.38,1.9031,67.0,1.07,1.8261,n,80.0,.n.,.80.,potential/hidden capability,潜能
潜水,潛水,qián shuǐ,(in an online forum) to lurk ; to dive ; to go under water,10234,7,"vn,v",氵,潜水,潜水,2.0,qian2 shui3,qianshui,367.0,10.94,2.5647,145.0,2.32,2.1614,vn,227.0,.vn.v.,.227.140.,dive,潜水
潜艇,潛艇,qián tǐng,submarine,8080,7,n,氵,潜艇,潜艇,2.0,qian2 ting3,qianting,211.0,6.29,2.3243,78.0,1.25,1.8921,n,211.0,.n.,.211.,submarine,潜艇
潜移默化,潛移默化,qián yí mò huà,imperceptible influence ; to influence secretly,31990,7,v,氵,潜移默化,潜移默化,4.0,qian2 yi2 mo4 hua4,qianyimohua,7.0,0.21,0.8451,7.0,0.11,0.8451,v,7.0,.v.,.7.,imperceptible influence/to influence secretly,潜移默化
潜在,潛在,qián zài,hidden ; latent ; potential,5425,7,b,氵,潜在,潜在,2.0,qian2 zai4,qianzai,302.0,9.0,2.48,267.0,4.28,2.4265,b,302.0,.b.,.302.,hidden/potential/latent,潜在
浅,淺,jiān | qiǎn,light (color) ; shallow ; sound of moving water,5099,4,"a,ad",氵,浅,浅,1.0,jian1/qian3,qian,300.0,8.94,2.4771,221.0,3.54,2.3444,a,288.0,.a.ad.,.288.12.,sound of moving water; shallow,浅
谴责,譴責,qiǎn zé,condemnation ; criticism ; to condemn ; to criticize ; to denounce,7122,7,"v,vn",讠,谴责,谴责,2.0,qian3 ze2,qianze,211.0,6.29,2.3243,171.0,2.74,2.233,v,177.0,.v.vn.,.177.34.,denounce/condemn/criticize,谴责
欠,欠,qiàn,(bound form) yawn ; (literary) to be deficient in ; to lack ; to owe ; to raise slightly (a part of one's body),2126,5,v,欠,欠,欠,1.0,qian4,qian,2623.0,78.19,3.4188,1593.0,25.52,3.2022,v,2623.0,.v.,.2623.,deficient/owe/to lack/yawn,欠
欠缺,欠缺,qiàn quē,deficiency ; lapse ; to be deficient in,15069,7,"v,a,vn",欠,欠缺,欠缺,2.0,qian4 que1,qianque,43.0,1.28,1.6335,39.0,0.62,1.5911,v,30.0,.v.a.vn.,.30.8.5.,lapse/deficiency,欠缺
欠条,欠條,qiàn tiáo,IOU ; certificate of indebtedness,36112,7,n,欠,欠条,欠条,2.0,qian4 tiao2,qiantiao,7.0,0.21,0.8451,7.0,0.11,0.8451,n,7.0,.n.,.7.,IOU/certificate of indebtedness,欠条
歉意,歉意,qiàn yì,apology ; regret,11732,7,n,欠,歉意,歉意,2.0,qian4 yi4,qianyi,197.0,5.87,2.2945,184.0,2.95,2.2648,n,197.0,.n.,.197.,apology/regret,歉意
呛,嗆,qiàng | qiāng,"(coll.) (Tw) to shout at sb ; pungent ; to choke (because of swallowing the wrong way) ; to choke (of smoke, smell etc) ; to irritate the nose ; to scold ; to speak out against sb",11625,7,v,口,呛,呛,1.0,qiang1/qiang4,qiang,99.0,2.95,1.9956,84.0,1.35,1.9243,v,99.0,.v.,.99.,against wind; choke/pungent,呛
枪,槍 | 鎗,Qiāng | qiāng,classifier for rifle shots ; firearm ; gun ; rifle ; spear ; surname Qiang ; thing with shape or function similar to a gun ; to knock ; to substitute for another person in a test ; variant of 枪,1429,5,"n,q",木,枪,枪,1.0,qiang1,qiang,11850.0,353.24,4.0737,2630.0,42.13,3.42,n,11743.0,.n.q.,.11743.107.,gun/firearm/rifle/spear,枪
枪毙,槍斃,qiāng bì,fig. to discard ; to execute by firing squad ; to get rid of ; to shoot dead,16619,7,v,木,枪毙,枪毙,2.0,qiang1 bi4,qiangbi,95.0,2.83,1.9777,81.0,1.3,1.9085,v,95.0,.v.,.95.,to execute by firing squad/to execute by shooting,枪毙
腔,腔,qiāng,(bound form) cavity ; (old) (classifier for carcasses of slaughtered livestock) ; accent (in one's speech) ; tune,7193,7,"g,q",⺼,腔,腔,1.0,qiang1,qiang,138.0,4.11,2.1399,114.0,1.83,2.0569,g,106.0,.g.q.,.106.32.,cavity of body/barrel (e.g. engine cylinder)/compartment/tune/accent of speech,腔
强,強 | 彊,Qiáng | jiàng | qiáng | qiǎng,"best in their category, e.g. see 百强 ; better ; powerful ; slightly more than ; strong ; stubborn ; surname Qiang ; to compel ; to force ; to make an effort ; to strive ; unyielding ; variant of 强 ; vigorous ; violent",529,3,"a,g,ad",弓,强,强,1.0,jiang4/qiang2/qiang3,qiang,4814.0,143.5,3.6825,2046.0,32.77,3.3109,a,3487.0,.a.g.ad.,.3487.1280.47.,stubborn/unyielding; strong/powerful/better/slightly more than/vigorous/violent/surname Qiang; to strive/to make an effort,强
强大,強大,qiáng dà,formidable ; large ; powerful ; strong,1814,3,a,弓,强大,强大,2.0,qiang2 da4,qiangda,1285.0,38.31,3.1089,819.0,13.12,2.9133,a,1285.0,.a.,.1285.,large/formidable/powerful/strong,强大
强盗,強盜,qiáng dào,bandit ; robber ; to rob (with force),9409,6,n,弓,强盗,强盗,2.0,qiang2 dao4,qiangdao,320.0,9.54,2.5051,171.0,2.74,2.233,n,320.0,.n.,.320.,to rob (with force)/bandit/robber,强盗
强调,強調,qiáng diào,to emphasize (a statement) ; to stress,3839,3,v,弓,强调,强调,2.0,qiang2 diao4,qiangdiao,252.0,7.51,2.4014,231.0,3.7,2.3636,v,252.0,.v.,.252.,to emphasize (a statement)/to stress,强调
强度,強度,qiáng dù,intensity ; strength,7098,5,n,弓,强度,强度,2.0,qiang2 du4,qiangdu,121.0,3.61,2.0828,103.0,1.65,2.0128,n,121.0,.n.,.121.,strength/intensity,强度
强化,強化,qiáng huà,to intensify ; to strengthen,8212,6,"v,vn",弓,强化,强化,2.0,qiang2 hua4,qianghua,72.0,2.15,1.8573,48.0,0.77,1.6812,v,69.0,.v.vn.,.69.3.,to strengthen/to intensify,强化
强加,強加,qiáng jiā,to force upon ; to impose,18555,7,v,弓,强加,强加,2.0,qiang2 jia1,qiangjia,77.0,2.3,1.8865,70.0,1.12,1.8451,v,77.0,.v.,.77.,impose by force,强加
强劲,強勁,qiáng jìng,powerful ; robust ; strong,7522,7,"a,ad",弓,强劲,强劲,2.0,qiang2 jing4,qiangjin,110.0,3.28,2.0414,100.0,1.6,2.0,a,108.0,.a.ad.,.108.2.,powerful/with force,强劲
强烈,強烈,qiáng liè,strong; intense,2212,3,"a,ad",弓,强烈,强烈,2.0,qiang2 lie4,qianglie,821.0,24.47,2.9143,696.0,11.15,2.8426,a,666.0,.a.ad.,.666.155.,intense/(violently) strong,强烈
强迫,強迫,qiǎng pò,to compel ; to force,4640,5,"v,vn",弓,强迫,强迫,2.0,qiang3 po4,qiangpo,836.0,24.92,2.9222,660.0,10.57,2.8195,v,826.0,.v.vn.,.826.10.,to compel/to force,强迫
强势,強勢,qiáng shì,(linguistics) emphatic ; intensive ; powerful ; strong,7345,6,n,弓,强势,强势,2.0,qiang2 shi4,qiangshi,208.0,6.2,2.3181,137.0,2.19,2.1367,n,208.0,.n.,.208.,mighty,强势
强项,強項,qiáng xiàng,key strength ; specialty ; strong suit,14623,7,n,弓,强项,强项,2.0,jiang4/qiang2/qiang3 xiang4,qiangxiang,139.0,4.14,2.143,113.0,1.81,2.0531,n,139.0,.n.,.139.,#,强项
强行,強行,qiáng xíng,Taiwan pr. [qiǎng xíng] ; to do sth by force,6872,7,d,弓,强行,强行,2.0,qiang2 xing2,qiangxing,225.0,6.71,2.3522,205.0,3.28,2.3118,d,225.0,.d.,.225.,to force/to break,强行
强硬,強硬,qiáng yìng,hard-line ; tough ; unyielding,7618,7,a,弓,强硬,强硬,2.0,qiang2 ying4,qiangying,294.0,8.76,2.4683,230.0,3.68,2.3617,a,294.0,.a.,.294.,tough,强硬
强占,強佔,qiáng zhàn,to occupy by force,39024,7,v,弓,强占,强占,2.0,qiang2 zhan4,qiangzhan,8.0,0.24,0.9031,8.0,0.13,0.9031,v,8.0,.v.,.8.,to occupy by force,强占
强制,強制,qiáng zhì,Taiwan pr. [qiǎng zhì] ; forced; compulsory ; to force; to compel; to coerce,5763,7,"v,vn",弓,强制,强制,2.0,qiang2 zhi4,qiangzhi,231.0,6.89,2.3636,188.0,3.01,2.2742,v,199.0,.v.vn.,.199.32.,to enforce/enforcement/forcibly,强制
强壮,強壯,qiáng zhuàng,robust ; strong ; sturdy,8294,6,"a,v",弓,强壮,强壮,2.0,qiang2 zhuang4,qiangzhuang,877.0,26.14,2.943,629.0,10.08,2.7987,a,837.0,.a.v.,.837.40.,strong/sturdy/robust,强壮
墙,墻 | 牆,qiáng,"variant of 墙, wall ; wall",1741,2,n,土,墙,墙,1.0,qiang2,qiang,1687.0,50.29,3.2271,987.0,15.81,2.9943,n,1687.0,.n.,.1687.,wall,墙
墙壁,牆壁,qiáng bì,wall,7736,5,n,土,墙壁,墙壁,2.0,qiang2 bi4,qiangbi,236.0,7.04,2.3729,190.0,3.04,2.2788,n,236.0,.n.,.236.,wall,墙壁
抢,搶,qiāng | qiǎng,(literary) to knock against (esp. to knock one's head on the ground in grief or rage) ; opposite in direction; contrary ; to fight over ; to grab ; to rob ; to rush ; to scramble ; to snatch,1191,5,v,扌,抢,抢,1.0,qiang1/qiang3,qiang,2228.0,66.42,3.3479,1276.0,20.44,3.1059,v,2228.0,.v.,.2228.,see 抢风 contrary wind; fight over/to rush/to scramble/to grab/to rob/to snatch,抢
抢夺,搶奪,qiǎng duó,to forcibly take ; to pillage ; to plunder,16103,7,v,扌,抢夺,抢夺,2.0,qiang3 duo2,qiangduo,44.0,1.31,1.6435,40.0,0.64,1.6021,v,44.0,.v.,.44.,plunder/pillage,抢夺
抢劫,搶劫,qiǎng jié,looting ; to rob,3341,7,"v,vn",扌,抢劫,抢劫,2.0,qiang1 jie2,qiangjie,1541.0,45.94,3.1878,712.0,11.4,2.8525,v,1397.0,.v.vn.,.1397.144.,to rob/looting,抢劫
抢救,搶救,qiǎng jiù,to rescue,6580,5,"v,vn",扌,抢救,抢救,2.0,qiang3 jiu4,qiangjiu,146.0,4.35,2.1644,115.0,1.84,2.0607,v,140.0,.v.vn.,.140.6.,rescue,抢救
抢眼,搶眼,qiǎng yǎn,eye-catching,18207,7,"a,v",扌,抢眼,抢眼,2.0,qiang1/qiang3 yan3,qiangyan,44.0,1.31,1.6435,40.0,0.64,1.6021,a,43.0,.a.v.,.43.1.,#,抢眼
悄悄,悄悄,qiāo qiāo,Taiwan pr. [qiǎo qiǎo] ; anxious; worried ; quiet; making little or no noise ; surreptitious; stealthy,6355,5,d,忄,悄悄,悄悄,2.0,qiao3 qiao3,qiaoqiao,234.0,6.98,2.3692,196.0,3.14,2.2923,d,234.0,.d.,.234.,quietly,悄悄
敲,敲,qiāo,to hit ; to knock ; to overcharge ; to rap ; to rip sb off ; to strike ; to tap,4007,5,v,攴,敲,敲,1.0,qiao1,qiao,936.0,27.9,2.9713,651.0,10.43,2.8136,v,936.0,.v.,.936.,extort/knock/to strike/to knock (at a door)/to hit,敲
敲边鼓,敲邊鼓,qiāo biān gǔ,(lit. to beat nearby drum) ; to back sb up ; to support sb in an argument,102372,7,v,攴,敲边鼓,敲边鼓,3.0,qiao1 bian5 gu3,qiaobiangu,1.0,0.03,0.0,1.0,0.02,0.0,v,1.0,.v.,.1.,to back sb up/to support sb in an argument/(lit. to beat nearby drum),敲边鼓
敲门,敲門,qiāo mén,to knock on a door,8974,5,v,攴,敲门,敲门,2.0,qiao1 men2,qiaomen,454.0,13.53,2.6571,360.0,5.77,2.5563,v,454.0,.v.,.454.,knock on a door,敲门
敲诈,敲詐,qiāo zhà,blackmail ; extortion ; to extort (money) ; to rip off,12532,7,"v,vn",攴,敲诈,敲诈,2.0,qiao1 zha4,qiaozha,230.0,6.86,2.3617,154.0,2.47,2.1875,v,185.0,.v.vn.,.185.45.,to extort with threats/extortion/a protection racket/blackmail,敲诈
乔装,喬裝,qiáo zhuāng,to disguise oneself ; to feign ; to pretend,48367,7,,大,乔装,,,,,,,,,,,,,,,,
桥,橋,qiáo,bridge,2120,3,n,木,桥,桥,1.0,qiao2,qiao,1074.0,32.02,3.031,470.0,7.53,2.6721,n,1074.0,.n.,.1074.,bridge,桥
桥梁,橋梁,qiáo liáng,bridge (lit. and fig.),9640,6,n,木,桥梁,桥梁,2.0,qiao2 liang2,qiaoliang,87.0,2.59,1.9395,69.0,1.11,1.8388,n,87.0,.n.,.87.,bridge/fig. connection between two areas,桥梁
瞧,瞧,qiáo,to look at ; to see ; to see (a doctor) ; to visit,3046,5,v,目,瞧,瞧,1.0,qiao2/ya3,qiao,4634.0,138.14,3.666,1993.0,31.92,3.2995,v,4634.0,.v.,.4634.,look at,瞧
瞧不起,瞧不起,qiáo bù qǐ,to look down upon; to hold in contempt,16626,7,v,目,瞧不起,瞧不起,3.0,qiao2 bu4 qi3,qiaobuqi,80.0,2.38,1.9031,69.0,1.11,1.8388,v,80.0,.v.,.80.,to look down upon; to hold in contempt,瞧不起
巧,巧,qiǎo,as it happens ; coincidentally ; opportunely ; skillful ; timely,4427,3,"a,ad",工,巧,巧,1.0,qiao3,qiao,694.0,20.69,2.8414,443.0,7.1,2.6464,a,496.0,.a.ad.,.496.198.,opportunely/coincidentally/as it happens/skillful/timely,巧
巧合,巧合,qiǎo hé,coincidence ; coincidental ; to coincide,7230,7,"v,vn",工,巧合,巧合,2.0,qiao3 he2,qiaohe,708.0,21.11,2.85,492.0,7.88,2.692,v,510.0,.v.vn.,.510.198.,coincidence,巧合
巧克力,巧克力,qiǎo kè lì,chocolate (loanword),3003,4,n,工,巧克力,巧克力,3.0,qiao3 ke4 li4,qiaokeli,1693.0,50.47,3.2287,847.0,13.57,2.9279,n,1693.0,.n.,.1693.,chocolate,巧克力
巧妙,巧妙,qiǎo miào,ingenious; clever ; ingenuity; artifice,8987,6,"a,ad",工,巧妙,巧妙,2.0,qiao3 miao4,qiaomiao,130.0,3.88,2.1139,114.0,1.83,2.0569,a,120.0,.a.ad.,.120.10.,ingenious/clever,巧妙
窍门,竅門,qiào mén,a trick ; an ingenious method ; know-how ; the knack (of doing sth),18531,7,n,穴,窍门,窍门,2.0,qiao4 men2,qiaomen,68.0,2.03,1.8325,63.0,1.01,1.7993,n,68.0,.n.,.68.,a trick/an ingenious method/know-how/the knack (of doing sth),窍门
翘,翹,qiào | qiáo,outstanding ; to raise ; to rise on one end ; to stick up ; to tilt,5400,7,v,羽,翘,翘,1.0,qiao2/qiao4,qiao,529.0,15.77,2.7235,344.0,5.51,2.5366,v,529.0,.v.,.529.,outstanding/to raise; to stick up/to rise on one end/to tilt,翘
撬,撬,qiào,to lever open ; to lift ; to pry open,9630,7,v,扌,撬,撬,1.0,qiao4,qiao,259.0,7.72,2.4133,192.0,3.08,2.2833,v,259.0,.v.,.259.,to lift/to pry open/to lever open,撬
且,且,qiě,and ; both (... and...) ; for the time being ; moreover ; to be about to ; yet,2144,7,"c,d",一,且,且,1.0,ju1/qie3,qie,642.0,19.14,2.8075,487.0,7.8,2.6875,c,627.0,.c.d.,.627.15.,further/moreover,且
切,切,qiè | qiē,"(bound form) close to ; (bound form) eager ; (math) tangential ; (scoffing or dismissive interjection) Yeah, right.; Tut! ; (used to indicate that the fanqie 切 system should be applied to the previous two characters) ; definitely; absolutely (not) ; to correspond to ; to cut; to slice; to carve ; to grind",1757,4,"v,d,g",刀,切,切,1.0,qie1/qie4,qie,1688.0,50.32,3.2274,884.0,14.16,2.9465,v,1209.0,.v.d.g.,.1209.458.21.,to cut/to slice; close to,切
切除,切除,qiē chú,to cut out (a tumor) ; to excise,4727,7,"v,vn",刀,切除,切除,2.0,qie1 chu2,qiechu,352.0,10.49,2.5465,178.0,2.85,2.2504,v,313.0,.v.vn.,.313.39.,to excise/to cut out (a tumor),切除
切断,切斷,qiē duàn,to cut off ; to sever,7196,7,v,刀,切断,切断,2.0,qie1 duan4,qieduan,588.0,17.53,2.7694,407.0,6.52,2.6096,v,588.0,.v.,.588.,to cut off (a supply etc),切断
切割,切割,qiē gē,to cut,12148,7,"v,vn",刀,切割,切割,2.0,qie1 ge1,qiege,98.0,2.92,1.9912,75.0,1.2,1.8751,v,91.0,.v.vn.,.91.7.,to cut,切割
切身,切身,qiè shēn,concerning oneself ; direct ; personal,24467,7,"b,d",刀,切身,切身,2.0,qie4 shen1,qieshen,18.0,0.54,1.2553,18.0,0.29,1.2553,b,16.0,.b.d.,.16.2.,direct/concerning oneself/personal,切身
切实,切實,qiè shí,conscientiously ; earnestly ; feasible ; practical ; realistic,10384,6,"a,ad",刀,切实,切实,2.0,qie4 shi2,qieshi,45.0,1.34,1.6532,44.0,0.7,1.6435,a,24.0,.a.ad.,.24.21.,feasible/earnestly/conscientiously/realistic/practical,切实
窃取,竊取,qiè qǔ,"to steal (usu. private information, intellectual property etc)",16744,7,v,穴,窃取,窃取,2.0,qie4 qu3,qiequ,102.0,3.04,2.0086,85.0,1.36,1.9294,v,102.0,.v.,.102.,to steal/to seize,窃取
亲,親,qìng | qīn,(Internet slang) dear ; bride ; close ; first-hand ; in favor of ; in person ; intimate ; marriage ; one's own (flesh and blood) ; parent ; parents-in-law of one's offspring ; pro- ; related ; relative ; to kiss,1044,3,"v,a,ad,g",立,亲,亲,1.0,qin1/qing4,qin,2180.0,64.98,3.3385,1138.0,18.23,3.0561,v,1335.0,.v.a.ad.g.,.1335.353.263.229.,parent/one's own (flesh and blood)/relative/related/marriage/bride/close/intimate/in person/first-hand/in favor of/pro-/to kiss; parents-in-law of one's offspring,亲
亲爱,親愛,qīn ài,beloved ; darling ; dear,1202,4,a,立,亲爱,亲爱,2.0,qin1 ai4,qinai,12783.0,381.05,4.1066,3644.0,58.37,3.5616,a,12783.0,.a.,.12783.,Dear or beloved (way of starting a letter),亲爱
亲和力,親和力,qīn hé lì,(chemistry) affinity ; (in a product) user friendliness ; (personal) warmth ; accessibility ; approachability,23658,7,n,立,亲和力,亲和力,3.0,qin1/qing4 he2/he4/hu2/huo2/huo4 li4,qinheli,16.0,0.48,1.2041,15.0,0.24,1.1761,n,16.0,.n.,.16.,#,亲和力
亲近,親近,qīn jìn,intimate ; to get close to,7302,7,"v,a",立,亲近,亲近,2.0,qin1 jin4,qinjin,448.0,13.35,2.6513,367.0,5.88,2.5647,v,434.0,.v.a.,.434.14.,intimate/to get close to,亲近
亲密,親密,qīn mì,close ; intimate,4458,4,"a,ad",立,亲密,亲密,2.0,qin1 mi4,qinmi,878.0,26.17,2.9435,668.0,10.7,2.8248,a,814.0,.a.ad.,.814.64.,intimate/close,亲密
亲朋好友,親朋好友,qīn péng hǎo yǒu,friends and family ; kith and kin,17899,7,l,立,亲朋好友,亲朋好友,4.0,qin1 peng2 hao3 you3,qinpenghaoyou,32.0,0.95,1.5051,30.0,0.48,1.4771,l,32.0,.l.,.32.,friends and family/kith and kin,亲朋好友
亲戚,親戚,qīn qi,a relative (i.e. family relation),5076,7,n,立,亲戚,亲戚,2.0,qin1 qi5,qinqi,487.0,14.52,2.6875,375.0,6.01,2.574,n,487.0,.n.,.487.,a relative (i.e. family relation),亲戚
亲切,親切,qīn qiè,amiable ; close and dear ; cordial ; familiar,6543,3,"a,ad",立,亲切,亲切,2.0,qin1 qie4,qinqie,174.0,5.19,2.2405,148.0,2.37,2.1703,a,166.0,.a.ad.,.166.8.,amiable/friendliness/gracious/hospitality/intimate/cordial/kind/close and dear/familiar,亲切
亲情,親情,qīn qíng,"affection ; family love ; love, esp. within a married couple or between parents and children",14155,7,n,立,亲情,亲情,2.0,qin1 qing2,qinqing,34.0,1.01,1.5315,32.0,0.51,1.5051,n,34.0,.n.,.34.,"affection/family love/love, esp. within a married couple or between parents and children",亲情
亲热,親熱,qīn rè,(coll.) to get intimate with sb ; affectionate; intimate; warmhearted ; to show affection for,11273,7,"a,an",立,亲热,亲热,2.0,qin1 re4,qinre,335.0,9.99,2.525,253.0,4.05,2.4031,a,306.0,.a.an.,.306.29.,affectionate/intimate/warm-hearted,亲热
亲人,親人,qīn rén,one's close relatives,4699,3,n,立,亲人,亲人,2.0,qin1 ren2,qinren,513.0,15.29,2.7101,392.0,6.28,2.5933,n,513.0,.n.,.513.,one's close relatives,亲人
亲身,親身,qīn shēn,oneself ; personal,12076,7,"d,b",立,亲身,亲身,2.0,qin1 shen1,qinshen,146.0,4.35,2.1644,141.0,2.26,2.1492,d,92.0,.d.b.,.92.54.,personal/oneself,亲身
亲生,親生,qīn shēng,biological (parents) ; birth (parents) ; one's own (child) (i.e. one's child by birth),10008,7,b,立,亲生,亲生,2.0,qin1 sheng1,qinsheng,408.0,12.16,2.6107,299.0,4.79,2.4757,b,408.0,.b.,.408.,born to oneself (i.e. one's natural child)/having born oneself (i.e. one's natural parent),亲生
亲手,親手,qīn shǒu,personally ; with one's own hands,6642,7,d,立,亲手,亲手,2.0,qin1 shou3,qinshou,462.0,13.77,2.6646,406.0,6.5,2.6085,d,462.0,.d.,.462.,personally/with one's own hands,亲手
亲属,親屬,qīn shǔ,kin ; kindred ; relatives,10181,6,n,立,亲属,亲属,2.0,qin1 shu3,qinshu,95.0,2.83,1.9777,84.0,1.35,1.9243,n,95.0,.n.,.95.,kin/kindred,亲属
亲眼,親眼,qīn yǎn,personally ; with one's own eyes,6618,6,d,立,亲眼,亲眼,2.0,qin1 yan3,qinyan,699.0,20.84,2.8445,593.0,9.5,2.7731,d,699.0,.d.,.699.,with one's own eyes/personally,亲眼
亲友,親友,qīn yǒu,friends and relatives,11310,7,n,立,亲友,亲友,2.0,qin1 you3,qinyou,84.0,2.5,1.9243,69.0,1.11,1.8388,n,84.0,.n.,.84.,friends and relatives,亲友
亲自,親自,qīn zì,in person ; oneself ; personally,2353,3,d,立,亲自,亲自,2.0,qin1 zi4,qinzi,1412.0,42.09,3.1498,1121.0,17.96,3.0496,d,1412.0,.d.,.1412.,personally,亲自
侵略,侵略,qīn lu:è,invasion ; to invade,6964,7,"v,vn",亻,侵略,侵略,2.0,qin1 lu:e4,qinlue,162.0,4.83,2.2095,137.0,2.19,2.1367,v,90.0,.v.vn.,.90.72.,invasion/encroachment,侵略
侵犯,侵犯,qīn fàn,to assault ; to encroach on ; to infringe on ; to violate,4394,6,"v,vn",亻,侵犯,侵犯,2.0,qin1 fan4,qinfan,590.0,17.59,2.7709,385.0,6.17,2.5855,v,568.0,.v.vn.,.568.22.,to infringe on/to encroach on/to violate,侵犯
侵害,侵害,qīn hài,to encroach on ; to infringe on,10479,7,"v,vn",亻,侵害,侵害,2.0,qin1 hai4,qinhai,79.0,2.35,1.8976,66.0,1.06,1.8195,v,60.0,.v.vn.,.60.19.,to encroach on/to infringe on,侵害
侵权,侵權,qīn quán,infringement ; to infringe the rights of ; to violate,14830,7,"vn,v",亻,侵权,侵权,2.0,qin1 quan2,qinquan,28.0,0.83,1.4472,22.0,0.35,1.3424,vn,17.0,.vn.v.,.17.11.,to infringe the rights of/to violate/infringement,侵权
侵占,侵佔,qīn zhàn,to invade and occupy (territory),15452,7,v,亻,侵占,侵占,2.0,qin1 zhan4,qinzhan,43.0,1.28,1.6335,39.0,0.62,1.5911,v,43.0,.v.,.43.,to invade and occupy (territory),侵占
钦佩,欽佩,qīn pèi,to admire ; to look up to ; to respect sb greatly,14182,7,"v,vn",钅,钦佩,钦佩,2.0,qin1 pei4,qinpei,124.0,3.7,2.0934,110.0,1.76,2.0414,v,120.0,.v.vn.,.120.4.,to admire/to look up to/to respect sb greatly,钦佩
琴,琴 | 琹,qín,"guqin 琴 (a type of zither) ; musical instrument in general ; variant of 琴, guqin or zither",5101,5,n,王,琴,琴,1.0,qin2,qin,314.0,9.36,2.4969,129.0,2.07,2.1106,n,314.0,.n.,.314.,"guqin or zither, cf 古琴/musical instrument in general",琴
勤奋,勤奮,qín fèn,diligent ; hardworking,10815,5,"a,ad,an",力,勤奋,勤奋,2.0,qin2 fen4,qinfen,86.0,2.56,1.9345,82.0,1.31,1.9138,a,56.0,.a.ad.an.,.56.26.4.,hardworking/diligent,勤奋
