simplified,pinyin,meaning,hsk_level,pos,radical,Difficulty_Human_PCA
斑点,bān diǎn,speckle ; spot ; stain,7.0,n,文,1.0437936405611048
料理,liào lǐ,art of cooking ; cuisine ; to arrange ; to cook ; to handle,7.0,"v,vn",斗,0.5160121886139787
斧子,fǔ zi,axe ; hatchet,7.0,n,斤,2.5153660838568985
新人,xīn rén,"(paleoanthropology) Homo sapiens ; bride and groom ; fresh talent ; newcomer ; newlywed, esp. new bride",6.0,n,斤,-0.8247686593650717
新型,xīn xíng,new type; new kind,4.0,b,斤,1.9279939853515093
新奇,xīn qí,novel; new; exotic,7.0,a,斤,-0.6436773915657498
新娘,xīn niáng,bride,4.0,n,斤,-1.202443546414557
新年,xīn nián,New Year,1.0,t,斤,-0.7676279959569337
新式,xīn shì,latest type ; new style,7.0,a,斤,1.2072977588880396
新手,xīn shǒu,new hand ; novice ; raw recruit,7.0,n,斤,-0.8099390398352799
新潮,xīn cháo,fashionable ; modern,7.0,n,斤,0.5597670913772804
新生,xīn shēng,emerging ; nascent ; new ; new life ; new student ; newborn ; rebirth ; regeneration,7.0,"n,nr,v",斤,-0.38746774740394846
新颖,xīn yǐng,fig. new and original ; lit. new bud,7.0,a,斤,-0.35505097840176914
新闻,xīn wén,news,2.0,n,斤,-1.4664644602154395
新兴,Xīn xīng | xīn xīng,"(of markets, industries, infectious diseases etc) rising ; Xinxing county in Yunfu 云浮, Guangdong ; Xinxing or Hsinhsing district of Kaohsiung city 市, south Taiwan ; emerging ; in the ascendant",6.0,b,斤,3.0203882515922955
新郎,xīn láng,bridegroom ; groom,4.0,n,斤,-0.470148810535329
新鲜,xīn xiān,"fresh (experience, food etc) ; freshness ; novel ; uncommon",4.0,a,斤,-1.38548763162365
断定,duàn dìng,to come to a judgment ; to conclude ; to determine,7.0,v,斤,-0.10808466997954401
断裂,duàn liè,fracture ; rupture ; to break apart,7.0,"v,vn",斤,0.8103668661799516
方便,fāng biàn,(euphemism) to relieve oneself ; convenient ; having money to spare ; suitable ; to facilitate ; to make things easy,2.0,"v,a,an",方,-1.5467903496706379
方向,fāng xiàng,direction; orientation,2.0,n,方,-1.3918668351622316
方式,fāng shì,way; manner; style; mode; pattern,3.0,n,方,0.7841991128890344
方案,fāng àn,plan ; program (for action etc) ; proposal ; proposed bill,4.0,n,方,-0.19856520996554536
方法,fāng fǎ,means ; method ; way,2.0,n,方,-1.5305168712558894
方言,Fāng yán | fāng yán,"dialect ; the first Chinese dialect dictionary, edited by Yang Xiong 扬雄 in 1st century, containing over 9000 characters ; topolect",7.0,n,方,0.13860947000358648
方针,fāng zhēn,guidelines ; policy,4.0,n,方,1.2066350269669914
方面,fāng miàn,aspect ; field ; respect ; side,2.0,n,方,-1.3452595929823912
于是,yú shì,thereupon; as a result; consequently; thus; hence,4.0,cc,二,-1.1270765871819006
施工,shī gōng,construction ; to carry out construction or large-scale repairs,7.0,"v,vn",方,0.07481743461777227
施行,shī xíng,to put in place ; to put into practice ; to take effect,7.0,v,方,1.2804633178407492
旁观,páng guān,non-participant ; spectator,7.0,v,方,-0.9972675305614068
旁边,páng biān,side; adjacent place,1.0,f,方,-0.5128622106800877
旅客,lǚ kè,traveler; tourist,2.0,n,方,-0.7815463006955002
旅店,lǚ diàn,inn ; small hotel,6.0,n,方,0.7089387559147788
旅程,lǚ chéng,journey ; trip,7.0,n,方,-0.4711903131538719
旅行,lǚ xíng,journey; trip ; to travel,2.0,"v,vn",方,-0.912527047761855
旅途,lǚ tú,journey ; trip,7.0,n,方,-0.6722003185328472
旅游,lǚ yóu,journey ; to travel ; tour ; tourism ; travel ; trip,2.0,"vn,v",方,-1.164168325183069
旅馆,lǚ guǎn,hotel,3.0,n,方,-0.6974567570325378
旋律,xuán lǜ,melody,7.0,n,方,-0.7401583643928378
旋转,xuán zhuǎn,to revolve ; to rotate ; to spin ; to whirl,6.0,"v,vn",方,-0.6742715309854774
旗帜,qí zhì,ensign ; flag,7.0,n,方,0.6624852871311735
旗袍,qí páo,Chinese-style dress ; cheongsam,7.0,n,方,-0.18191296085330194
既然,jì rán,as ; since ; this being the case,4.0,c,旡,-0.2454328278000216
日前,rì qián,a few days ago ; the other day,7.0,t,日,0.5699099491236259
日报,rì bào,daily newspaper,2.0,n,日,1.6900106370142263
日夜,rì yè,around the clock ; day and night,6.0,"d,n",日,-0.8553745915692582
日子,rì zi,a (calendar) date ; day ; days of one's life,2.0,n,日,-1.028133838420229
日常,rì cháng,day-to-day; daily; everyday,3.0,b,日,-0.7601954970153503
日后,rì hòu,someday (in the future) ; sometime,7.0,t,日,0.41877367439189805
日历,rì lì,calendar,4.0,n,日,-0.6827455325456037
日期,rì qī,date,1.0,n,日,-1.2463168442207193
日益,rì yì,day by day ; increasingly ; more and more ; more and more with each passing day,7.0,d,日,3.3593973539283377
日程,rì chéng,itinerary ; schedule,7.0,n,日,0.38180033143359027
日记,rì jì,diary,4.0,n,日,-1.3966837847729974
日语,Rì yǔ,Japanese language,6.0,nz,日,0.8211724558473437
早上,zǎo shang,early morning,1.0,t,日,-1.414389329288244
早已,zǎo yǐ,(dialect) in the past ; for a long time; long since,3.0,d,日,8.31353788538829
早年,zǎo nián,in one's early years ; many years ago; in the past,7.0,t,日,1.6416043508208502
早日,zǎo rì,soon; at an early date ; the early days; the past,7.0,d,日,0.3491349795612325
早晚,zǎo wǎn,(dialect) some time in the future; some day ; morning and evening,6.0,"d,t",日,-1.2490507885943976
早晨,zǎo chén,also pr. [zǎo chen] ; early morning,2.0,t,日,-1.124591225678401
早期,zǎo qī,early period; early phase; early stage,5.0,"t,f",日,-0.5677778882393617
早饭,zǎo fàn,breakfast,1.0,n,日,0.3983223927185158
早餐,zǎo cān,breakfast,2.0,n,日,-1.2991848948962808
旭日,xù rì,the rising sun,7.0,n,日,5.447669535229445
旱灾,hàn zāi,drought,7.0,n,日,1.330064880048902
旺季,wàng jì,busy season ; peak period ; see also 季,7.0,n,日,-0.1146058541299008
旺盛,wàng shèng,exuberant ; vigorous,7.0,a,日,0.8150536279633979
昂贵,áng guì,costly ; expensive,7.0,a,日,-0.761497375288529
昆虫,kūn chóng,insect,7.0,n,日,-0.6302680453519972
昌盛,chāng shèng,prosperous,6.0,"an,a",日,6.121119373160944
明亮,míng liàng,bright ; glittering ; shining ; to become clear,5.0,a,日,-1.0016939166902188
明天,míng tiān,tomorrow,1.0,t,日,-1.3832744385592433
明年,míng nián,next year,1.0,t,日,-1.3847065046597413
明日,míng rì,tomorrow,6.0,t,日,0.033559686142427644
明明,míng míng,definitely ; obviously ; plainly ; undoubtedly,5.0,d,日,1.7180010198875937
明星,míng xīng,star; celebrity,2.0,n,日,-1.3038598638952712
明智,míng zhì,judicious ; sagacious ; sensible ; wise,7.0,"a,an",日,-0.5994253230620912
明朗,míng lǎng,bright ; bright and cheerful ; clear ; forthright ; obvious ; open-minded,7.0,a,日,2.5497474630533064
明白,míng bai,clear ; obvious ; to realize ; to understand ; unequivocal,1.0,"v,a,an",日,-1.2486720178969013
明确,míng què,clear-cut; definite; explicit ; to clarify; to specify; to make definite,3.0,"a,v,ad",日,-1.160392878190848
明显,míng xiǎn,clear ; distinct ; obvious,3.0,"a,ad",日,-0.9480683246196662
昏迷,hūn mí,coma ; disoriented ; stunned ; stupor ; to be in a coma ; to lose consciousness,7.0,"v,vn",日,-0.9808638643193404
昔日,xī rì,former days ; in the past,7.0,t,日,-0.6494174487521993
星座,xīng zuò,astrological sign ; constellation,7.0,n,日,-0.9989599723165407
星星,xīng xing,(coll.) a star; the stars in the sky,2.0,n,日,-0.9183854999911636
星期,xīng qī,Sunday ; day of the week ; week,1.0,n,日,0.292479689108991
春天,chūn tiān,spring (season),2.0,t,日,-0.6324812384164025
春季,chūn jì,springtime,4.0,t,日,-0.9464942779073915
春节,Chūn jié,Spring Festival (Chinese New Year),2.0,t,日,0.05436615294439006
昨天,zuó tiān,yesterday,1.0,t,日,-0.8027787093327897
是否,shì fǒu,if ; is or isn't ; whether (or not),4.0,v,日,-0.6978473205144915
是非,shì fēi,quarrel ; right and wrong,7.0,n,日,-0.5240465710449761
时事,shí shì,current trends; the present situation; how things are going,5.0,n,日,0.18651859045660718
时代,Shí dài | shí dài,"Time, US weekly news magazine ; age ; epoch ; era ; period (in one's life)",3.0,n,日,-1.2037454246877373
时候,shí hou,length of time ; moment ; period ; time,1.0,n,日,-0.70749301252048
时光,shí guāng,era ; period of time ; time,5.0,n,日,-0.9338660586575462
时刻,shí kè,always ; constantly ; juncture ; moment ; period of time ; time,3.0,"n,d",日,-1.149717476350772
时尚,shí shàng,fad ; fashion ; fashionable,7.0,n,日,-0.39060404804403764
时常,shí cháng,frequently ; often,5.0,d,日,-0.19206761138410472
时期,shí qī,period ; phase,6.0,n,日,0.4412961685179103
时机,shí jī,opportunity; opportune moment,5.0,n,日,-0.9752657877446675
时段,shí duàn,the twelve two-hour divisions of the day ; time interval ; time slot ; work shift,7.0,n,日,-0.9921902052960054
时空,shí kōng,(physics) space-time ; time and place ; world of a particular locale and era,7.0,n,日,-0.8248988471923896
时节,shí jié,season; time,6.0,n,日,0.01767677120963268
时而,shí ér,from time to time ; occasionally,6.0,d,日,2.1605330305103534
时装,shí zhuāng,fashion ; fashionable clothes,6.0,n,日,-0.14858487705989606
时速,shí sù,speed per hour,7.0,n,日,-0.4237901512256669
时间,shí jiān,period ; time,1.0,n,日,-1.2689695261740495
时髦,shí máo,fashionable ; in vogue,7.0,a,日,-0.47768791173531405
晃荡,huàng dang,to rock ; to shake ; to sway,7.0,v,日,7.076567837847663
晋升,jìn shēng,to promote to a higher position,7.0,"v,vn",日,-0.29908200543949187
晚上,wǎn shang,evening ; in the evening ; night,1.0,t,日,-0.8121522328996853
晚报,wǎn bào,(in a newspaper's name) Evening News ; evening newspaper,2.0,n,日,2.676313616775309
晚安,wǎn ān,Good evening! ; Good night!,2.0,v,日,-1.6968969145682786
晚年,wǎn nián,one's later years,7.0,t,日,0.11060729434576187
晚会,wǎn huì,evening party,2.0,n,日,-0.022432872388765693
晚期,wǎn qī,end stage ; later period ; terminal,7.0,t,日,-0.34828121138123247
晚间,wǎn jiān,evening ; night,7.0,t,日,0.7144066446621338
晚饭,wǎn fàn,dinner ; evening meal ; supper,1.0,n,日,-0.13815805808999876
晚餐,wǎn cān,dinner ; evening meal,2.0,n,日,-1.1705475287216507
晚点,wǎn diǎn,(of trains etc) late ; behind schedule ; delayed ; light dinner,4.0,v,日,0.9216538729679141
昼夜,zhòu yè,"continuously, without stop ; day and night ; period of 24 hours",7.0,"n,d",尸,0.22323155776027917
普及,pǔ jí,pervasive ; popular ; to generalize ; to spread extensively ; ubiquitous ; universal ; widespread,3.0,"v,vn",日,-0.5456577503797618
普通,pǔ tōng,average ; common ; general ; ordinary,2.0,a,日,-1.5543412436550819
普遍,pǔ biàn,common ; general ; universal ; widespread,3.0,"a,ad",日,-0.18999639893147466
景色,jǐng sè,landscape ; scene ; scenery ; view,3.0,n,日,-0.8470307778364482
景观,jǐng guān,landscape,7.0,n,日,0.5695311784261295
景象,jǐng xiàng,scene ; sight (to behold),5.0,n,日,-0.007591460074515153
景点,jǐng diǎn,tourist attraction; scenic spot,6.0,n,日,-0.599685698716727
晴天,qíng tiān,clear sky ; sunny day,2.0,n,日,-1.2127283847726793
晴朗,qíng lǎng,sunny and cloudless,5.0,a,日,-0.9346471856214549
晶莹,jīng yíng,sparkling and translucent,7.0,"a,an",日,1.7566903901699527
智力,zhì lì,intellect ; intelligence,4.0,n,日,-0.7782916050125506
智商,zhì shāng,IQ (intelligence quotient),7.0,n,日,-1.1826549966622228
智慧,zhì huì,intelligence ; intelligent ; knowledge ; wisdom,6.0,n,日,0.11179077757608151
智能,zhì néng,"able ; intelligent ; smart (phone, system, bomb etc)",4.0,n,日,-0.4853689935470758
晕倒,yūn dǎo,to become unconscious ; to black out ; to faint ; to swoon,7.0,v,日,-0.022823435870719323
暑假,shǔ jià,summer vacation,4.0,t,日,-0.9204685052282525
暑期,shǔ qī,summer vacation time,7.0,t,日,0.23793098946275454
暖和,nuǎn huo,nice and warm ; warm,3.0,"a,v",日,0.9271453472841863
暖气,nuǎn qì,central heating ; heater ; warm air,4.0,n,日,-0.5845839107478407
暗中,àn zhōng,in secret ; in the dark ; on the sly ; surreptitiously,7.0,"d,s",日,0.8425350523119524
暗杀,àn shā,to assassinate,7.0,"v,vn",日,-0.4407145687770048
暗示,àn shì,hint; suggestion ; to hint; to suggest,4.0,"v,vn",日,-1.3448690295004375
畅谈,chàng tán,to discuss without inhibition ; to talk freely,7.0,v,日,0.46290734785269755
畅通,chàng tōng,free-flowing ; move without obstruction ; straight path ; unclogged ; unimpeded,6.0,"a,an",日,-0.48680105964757386
畅销,chàng xiāo,bestselling; chart-topping ; to sell well,7.0,"v,a,an",日,-0.6320906749344489
暂停,zàn tíng,pause (media player) ; stoppage ; time-out (e.g. in sports) ; to suspend,5.0,"v,vn",日,-0.7549997767070883
暂时,zàn shí,for the time being ; provisional ; temporary,5.0,"d,b",日,-1.0995951628333462
暴利,bào lì,sudden huge profits,7.0,n,日,2.006792999232268
暴力,bào lì,force ; violence ; violent,6.0,n,日,-0.8841343086220753
暴躁,bào zào,irascible ; irritable ; violent,7.0,a,日,0.003592900290374732
暴雨,bào yǔ,rainstorm ; torrential rain,6.0,n,日,-0.260286032898731
暴露,bào lù,also pr. [pù lù] ; to expose ; to lay bare ; to reveal,6.0,"v,vn",日,-0.4236717561828063
晓得,xiǎo de,to know,6.0,v,日,0.24236916837602387
曙光,shǔ guāng,dawn ; fig. the dawn of a new era,7.0,"n,nz",日,0.12428880899860743
曝光,bào guāng,(advertising) exposure ; (fig.) to expose (a scandal) ; Taiwan pr. [pù guāng] ; to expose (photography),7.0,"v,vn",日,-0.7547276082679938
旷课,kuàng kè,to cut classes ; to play truant,7.0,v,日,1.1584773236437937
曲折,qū zhé,(fig.) complicated ; winding,7.0,"a,an",曰,-0.6518792246867829
曲线,qū xiàn,curve ; curved line ; in a roundabout way ; indirect,7.0,n,曰,-0.7945650834272991
更加,gèng jiā,even more ; more (than sth else),3.0,d,曰,-0.13870239496818781
更换,gēng huàn,to change (one's address etc) ; to replace (a worn-out tire etc),5.0,"v,vn",曰,-0.38969273325281106
更改,gēng gǎi,to alter,7.0,"v,vn",曰,-0.7448333333918268
更新,gēng xīn,to regenerate ; to renew ; to renovate ; to replace the old with new ; to update ; to upgrade,5.0,"v,vn",曰,-1.3812032261066147
书包,shū bāo,bookbag ; satchel ; schoolbag,1.0,n,丨,-0.9989717651009994
书写,shū xiě,to write,7.0,v,丨,-0.6123139179665721
书店,shū diàn,bookstore,1.0,n,丨,-1.0135410089761554
书房,shū fáng,studio ; study (room),6.0,n,丨,-0.6610041653835
书架,shū jià,bookshelf,3.0,n,丨,-0.553220437148663
书桌,shū zhuō,desk,5.0,n,丨,-0.6425174939043462
书柜,shū guì,bookcase,5.0,n,丨,-0.9843789356569258
书法,shū fǎ,calligraphy ; handwriting ; penmanship,5.0,n,丨,-1.3054221178230871
书籍,shū jí,books ; works,7.0,n,丨,-0.31810122101237603
书记,shū ji,clerk ; scribe ; secretary (chief official of a branch of a socialist or communist party),7.0,n,丨,0.41445389052148807
书面,shū miàn,in writing ; written,7.0,"b,d,n",丨,0.21047315068311603
曾经,céng jīng,(past tense marker used before verb or clause) ; already ; ever ; former ; once ; previously,3.0,d,曰,-0.9113553573159927
替代,tì dài,to replace ; to substitute for ; to supersede,4.0,"v,vn",曰,0.5087216702841706
替换,tì huàn,to exchange ; to replace ; to substitute for ; to switch,7.0,v,曰,0.24339887821010953
替身,tì shēn,body double ; fall guy ; scapegoat ; stand-in ; stuntman ; substitute ; to stand in for sb else,7.0,n,曰,-0.17906062143676316
最佳,zuì jiā,"best (athlete, movie etc) ; optimal ; optimum ; peak",6.0,z,曰,-1.2375942597904146
最初,zuì chū,at first ; first ; initial ; initially ; original ; originally ; primary,4.0,"b,d",曰,-0.8215257564665808
最好,zuì hǎo,(you) had better (do what we suggest) ; best,1.0,d,曰,-1.1127559261769218
最后,zuì hòu,final ; finally ; last ; ultimate,1.0,f,曰,-1.5517374871087215
最终,zuì zhōng,final; ultimate,6.0,"d,b",曰,-0.7692020426692068
最近,zuì jìn,nearest ; recently ; soon,2.0,t,曰,-0.3610514112428544
会员,huì yuán,member,3.0,n,人,0.07793014968894532
会场,huì chǎng,meeting place ; place where people gather,7.0,n,人,1.2550884842982009
会意,huì yì,"Chinese character that combines the meanings of existing elements ; also known as joint ideogram or associative compound ; combined ideogram (one of the Six Methods 六书 of forming Chinese characters) ; knowing (smile, glance etc) ; to comprehend without being told explicitly ; to cotton on",7.0,v,人,1.610110689394356
会晤,huì wù,conference ; meeting ; to meet,7.0,"vn,v",人,5.6630002016134
会见,huì jiàn,to meet with (sb who is paying a visit),6.0,"v,vn",人,2.1532307193960882
会计,kuài jì,accountancy ; accountant ; accounting,4.0,n,人,-1.2546488651690704
会诊,huì zhěn,(by extension) consultation of different specialists ; consultation (medical) ; to meet for diagnosis,7.0,"v,vn",人,2.2140284347535886
会谈,huì tán,discussions ; talks,5.0,"v,vn",人,-0.8580967431584776
会议,huì yì,conference ; meeting,3.0,n,人,-0.4598639721772083
会长,huì zhǎng,"president of a club, committee etc",6.0,n,人,-0.8367459394783276
会面,huì miàn,meeting ; to meet with,7.0,"v,vn",人,1.1383100031939646
月亮,yuè liang,the moon,2.0,n,月,-0.5785952706912126
月份,yuè fèn,month,2.0,"t,n",月,-1.1093592498821954
月初,yuè chū,early in the month ; start of month,7.0,t,月,1.6663400380112678
月底,yuè dǐ,end of the month,4.0,t,月,3.6864291761511256
月球,yuè qiú,the moon,5.0,n,月,-0.2576822763523706
月票,yuè piào,monthly ticket,7.0,n,月,1.981773350818296
月饼,yuè bǐng,mooncake (esp. for the Mid-Autumn Festival),5.0,n,月,-0.39997757161093317
有事,yǒu shì,there is something the matter ; to be occupied with sth ; to have sth on one's mind,6.0,v,月,-0.8125310035971816
有些,yǒu xiē,some ; somewhat,1.0,r,月,0.04473225372285878
有利,yǒu lì,advantageous; favorable,3.0,a,月,-0.028800283142888475
有力,yǒu lì,forceful ; powerful ; vigorous,5.0,"a,ad",月,0.6909846285293548
有名,yǒu míng,famous ; well-known,1.0,a,月,1.1213737928581666
有害,yǒu hài,damaging ; destructive ; harmful,5.0,a,月,0.0646391985180522
有意,yǒu yì,intentionally ; interested in ; to intend,7.0,"d,v",月,0.8718037278895826
有效,yǒu xiào,effective ; in effect ; valid,3.0,"a,ad",月,-0.8991059087636437
有时,yǒu shí,now and then ; sometimes,1.0,d,月,-1.3386318065736325
有望,yǒu wàng,hopeful ; promising,7.0,v,月,1.5852330215921606
有毒,yǒu dú,poisonous,5.0,"v,vn",月,0.6288850348986744
有用,yǒu yòng,useful,1.0,"a,v",月,-1.0139315724581106
有益,yǒu yì,beneficial ; profitable ; useful,7.0,a,月,-0.087136222565805
有趣,yǒu qù,amusing ; fascinating ; interesting,4.0,a,月,-1.107938976566156
有关,yǒu guān,concerning ; related to ; to concern ; to have sth to do with ; to relate to,6.0,"vn,p,v",月,0.18441199965060098
有限,yǒu xiàn,finite ; limited,4.0,a,月,-0.5613986847007801
朋友,péng you,friend,1.0,n,月,-1.862235455262125
服务,fú wù,service ; to serve,2.0,"vn,v",月,-0.10485355986551044
服从,fú cóng,to comply ; to defer ; to obey (an order),5.0,v,月,-0.838189798363283
服用,fú yòng,to take (medicine),7.0,v,月,-0.16603004592050696
服装,fú zhuāng,clothes ; clothing ; costume ; dress,3.0,n,月,-0.9164208897969368
服饰,fú shì,apparel ; clothing and personal adornment,7.0,n,月,-0.7816882813072755
朗诵,lǎng sòng,to declaim ; to read aloud with expression ; to recite,7.0,"v,vn",月,-0.8592684336043384
朗读,lǎng dú,to read aloud,5.0,v,月,-0.8715060893722301
望见,wàng jiàn,to espy ; to spot,6.0,v,月,2.219614718543804
朝代,cháo dài,dynasty ; reign (of a king),7.0,n,月,-0.07022359779892584
期待,qī dài,expectation ; to await ; to look forward to,4.0,"v,vn",月,-1.0679595207950756
期望,qī wàng,expectation ; hope ; to earnestly hope ; to have expectations,5.0,"v,vn",月,-1.0924348323308575
期末,qī mò,end of term,4.0,t,月,0.8871894770820219
期盼,qī pàn,to expect; to await,7.0,"v,vn",月,-0.3066328994239343
期间,qī jiān,period ; period of time ; time ; time period,4.0,f,月,-0.8308874872490175
期限,qī xiàn,allotted time ; deadline ; time limit,4.0,n,月,-0.11133936566249375
朦胧,méng lóng,(literary) (of moonlight) dim ; (literary) murky; indistinct,7.0,"a,an",月,0.27219397361630165
木偶,mù ǒu,puppet,7.0,n,木,-0.7102033713252421
木匠,mù jiàng,carpenter,7.0,n,木,-0.11447566630258293
木材,mù cái,wood,7.0,n,木,0.8776739729033513
木板,mù bǎn,board ; plank ; slab,7.0,n,木,0.030293197675020624
木头,mù tou,"blockhead ; log (of wood, timber etc) ; slow-witted",3.0,n,木,-0.7141090061447812
未来,wèi lái,approaching ; coming ; future ; pending ; tomorrow,4.0,t,木,-0.6784611270285684
未免,wèi miǎn,can't help ; rather ; really ; unavoidably,7.0,d,木,2.0488200818870617
未必,wèi bì,maybe not ; not necessarily,4.0,d,木,0.21452076611443177
末日,Mò rì | mò rì,Judgment Day (in Christian eschatology) ; doomsday ; end ; final days ; last day,7.0,n,木,0.2654242065957664
本事,běn shi | běn shì,ability ; original story ; skill ; source material,3.0,n,木,-0.7405489278747914
本人,běn rén,I; me; myself ; oneself; yourself; himself; herself; the person concerned,5.0,r,木,-1.1606532538454837
本来,běn lái,at first ; it goes without saying ; of course ; original ; originally,3.0,"d,b",木,-0.509063178118949
本分,běn fèn,(to play) one's part ; (to stay within) one's bounds ; dutiful ; keeping to one's role ; one's duty ; one's role,7.0,"n,a",木,0.755569583663535
本土,běn tǔ,local ; metropolitan territory ; native ; one's native country,6.0,n,木,-0.3731588791834267
本地,běn dì,local ; this locality,6.0,r,木,-0.9744846607807588
本性,běn xìng,inherent quality ; natural instincts ; nature,7.0,n,木,-0.3985337127259763
本意,běn yì,etymon ; original idea ; real intention,7.0,n,木,1.0871226014890782
本科,běn kē,undergraduate (attributive) ; undergraduate course,4.0,n,木,0.398866729596705
本能,běn néng,instinct,7.0,"n,d",木,-0.0016028200178872045
本色,běn shǎi | běn sè,distinctive character ; inherent qualities ; natural color ; natural qualities ; true qualities,7.0,n,木,-0.10536251839032461
本质,běn zhì,essence ; innate character ; intrinsic quality ; nature,6.0,n,木,-0.10446299638355681
本身,běn shēn,in itself ; itself ; per se,6.0,r,木,0.539445997531216
本钱,běn qián,(fig.) asset; advantage; the means (to do sth) ; capital,7.0,n,木,0.5898286867032778
本领,běn lǐng,ability ; capability ; skill,3.0,n,木,-0.2266975734506893
朱红,zhū hóng,vermilion,7.0,b,木,7.1550593049359525
材料,cái liào,(fig.) person who has the potential to do the job ; (raw) material ; data,4.0,n,木,-0.8062937806703752
村庄,cūn zhuāng,hamlet ; village,6.0,n,木,0.3681306095652006
杜绝,dù jué,to put an end to,7.0,v,木,1.134925119683697
束缚,shù fù,fetters ; to bind ; to commit ; to restrict ; to tie,7.0,"v,vn",木,0.3273700268302129
杯子,bēi zi,cup ; glass,1.0,n,木,-0.543693140185535
东方,Dōng fāng | dōng fāng,east ; the East ; the Orient ; two-character surname Dongfang,2.0,"s,f",一,-0.7810373421706861
东西,dōng xi | dōng xī,east and west ; person ; stuff ; thing,1.0,"n,f,nr",一,-0.5041514190342415
东边,dōng bian,east ; east side ; eastern part ; to the east of,1.0,f,一,0.5343686722658147
东部,dōng bù,eastern part ; the east,3.0,f,一,1.3420303673776994
松树,sōng shù,pine ; pine tree,4.0,n,木,1.3795126688608228
枕头,zhěn tou,pillow,7.0,n,木,-0.9768280416724834
果园,guǒ yuán,orchard,7.0,n,木,1.508670786344726
果实,guǒ shí,(fig.) fruits (of success etc) ; fruit (produced by a plant) ; gains ; results,4.0,n,木,0.29574617757639954
果断,guǒ duàn,decisive ; firm,7.0,"a,ad",木,-0.6004550328961769
果树,guǒ shù,fruit tree,6.0,n,木,2.579820851163763
果汁,guǒ zhī,fruit juice,3.0,n,木,-0.6288359792514991
果然,guǒ rán,as expected ; if indeed ; really ; sure enough,3.0,"d,c",木,0.2752831031185574
果真,guǒ zhēn,as expected ; if indeed... ; if it's really... ; really ; sure enough,7.0,"d,c",木,5.499602685544866
果酱,guǒ jiàng,jam,6.0,n,木,-0.44931875816445044
枯燥,kū zào,dry and dull ; dry-as-dust ; uninteresting,7.0,"a,ad",木,-0.055370392700216514
架势,jià shi,attitude ; position (on an issue etc),7.0,n,木,0.9637399195449994
架子,jià zi,airs ; arrogance ; frame ; framework ; shelf ; stand,7.0,n,木,0.31528614445855524
柏树,bǎi shù,Taiwan pr. [bó shù] ; cypress tree,7.0,n,木,2.733986824277178
柔和,róu hé,gentle ; soft,7.0,"a,an",木,0.3112385290272395
柔软,róu ruǎn,soft,7.0,"a,an",木,0.02455314048857111
查出,chá chū,to discover ; to find out,6.0,v,木,0.9732318381547554
查明,chá míng,to ascertain ; to investigate and find out,7.0,v,木,0.39442855068343413
查看,chá kàn,to check up ; to examine ; to ferret out ; to look over,6.0,v,木,-0.20703921152567314
查询,chá xún,inquiry ; query ; to check ; to consult (a document etc) ; to inquire,5.0,"v,vn",木,-0.04471857642905807
柱子,zhù zi,pillar,6.0,n,木,-0.06410476991498003
柳树,liǔ shù,willow,7.0,n,木,0.8550330837344784
柿子,shì zi,persimmon,7.0,n,木,0.33519308925374985
校园,xiào yuán,campus,2.0,n,木,-1.4829983142848238
校长,xiào zhǎng,"(college, university) president ; headmaster",2.0,n,木,-1.3259917945393285
核实,hé shí,to verify; to check,7.0,"v,vn",木,0.4990877710626393
核对,hé duì,to audit ; to check ; to examine ; to verify,7.0,"v,vn",木,-0.35348872447395324
核心,hé xīn,core; nucleus,6.0,n,木,-0.1558636026052454
核能,hé néng,nuclear energy,7.0,n,木,1.625188891794325
根基,gēn jī,foundation,7.0,n,木,0.5536364707088773
根据,gēn jù,according to ; based on ; basis ; foundation,4.0,"p,n,v",木,-0.9748870170471712
根本,gēn běn,(not) at all ; absolutely (not) ; basic ; fundamental ; root ; simply,3.0,"d,n,a",木,-0.8157856992801312
根治,gēn zhì,to bring under permanent control ; to effect a radical cure,7.0,v,木,2.5936561392128437
根源,gēn yuán,origin ; root (cause),7.0,"n,v",木,1.2919198466447321
格外,gé wài,especially ; particularly,4.0,d,木,-0.2483087527854765
格局,gé jú,layout ; pattern ; structure,7.0,n,木,0.4183831109099445
格式,gé shì,form ; format ; specification,7.0,n,木,-0.6391208176096198
栽培,zāi péi,to cultivate ; to educate ; to grow ; to patronize ; to train,7.0,"v,vn",木,-0.49708589800569447
桂花,guì huā,Osmanthus fragrans ; osmanthus flowers,7.0,n,木,-0.30636073098484123
桃树,táo shù,peach tree,5.0,n,木,1.625188891794325
桃花,táo huā,(fig.) love affair ; peach blossom,5.0,n,木,-1.4431608391255184
框架,kuàng jià,(construction) frame ; (fig.) framework,7.0,n,木,0.052815691801032925
案件,àn jiàn,case ; instance,7.0,n,木,-1.108578122918288
桌子,zhuō zi,desk ; table,1.0,n,木,-0.43357782384343213
梅花,méi huā,clubs ♣ (a suit in card games) ; plum blossom ; wintersweet (dialect),6.0,n,木,-0.7322051141419815
条件,tiáo jiàn,condition; circumstance; term; factor ; requirement; prerequisite; qualification ; situation; state; condition,2.0,n,木,-1.1766781493900538
条例,tiáo lì,regulations; rules; code of conduct; ordinances; statutes,7.0,n,木,-0.6964034616295346
条款,tiáo kuǎn,clause (of contract or law),7.0,n,木,-0.08673386629939409
条约,tiáo yuē,pact ; treaty,7.0,n,木,0.5768099039714789
